run_started_at,n,compute_sec,write_sec,iter_total_sec,tie_points,local_min,max_local_min_p,hit_eps_floor,deadzone_used,deadzone_ambiguous,ulp_step_adjusted,eps_ulps_bumped,hp_3point_sec,high_precision_points,hp_3point_attempted,hp_3point_resolved,hp_3point_failed,hp_flat_tol_scale
2026-05-01 16:07:25,2,0.000428,0.000508,0.000936,3,1,0.500000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,3,0.000326,0.000289,0.000615,5,3,0.633974596216,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,4,0.000457,0.000238,0.000694,9,3,0.600000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,5,0.000603,0.000241,0.000845,13,3,0.585786437627,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,6,0.000827,0.000241,0.001067,19,7,0.646110632135,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,7,0.001036,0.000256,0.001293,25,5,0.625000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,8,0.001343,0.000334,0.001677,33,5,0.612574113277,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,9,0.001637,0.000311,0.001948,41,11,0.651668522645,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,10,0.003000,0.000520,0.003520,51,7,0.636363636364,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,11,0.002389,0.000389,0.002778,61,7,0.625933303851,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,13,0.003294,0.000392,0.003686,85,9,0.642857142857,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,12,0.007056,0.000502,0.007558,73,11,0.617360894272,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,14,0.003968,0.002538,0.006506,99,9,0.633974596216,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,15,0.004855,0.003019,0.007874,113,11,0.656929669183,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,16,0.006067,0.001389,0.007456,129,11,0.647058823529,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,17,0.006335,0.000569,0.006904,145,11,0.639355090267,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,18,0.008244,0.000496,0.008740,163,11,0.631578947368,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,19,0.007904,0.000481,0.008385,181,15,0.650000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,20,0.009751,0.001154,0.010905,201,15,0.643210827675,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,21,0.009008,0.000545,0.009553,221,15,0.636363636364,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,22,0.011527,0.000602,0.012128,243,17,0.652173913043,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,23,0.012124,0.000533,0.012657,265,17,0.646110632135,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,24,0.011951,0.000668,0.012619,289,17,0.640000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,25,0.016131,0.000607,0.016738,313,17,0.634830452061,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,26,0.014156,0.000561,0.014717,339,21,0.648371295226,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,27,0.014124,0.000584,0.014708,365,17,0.642857142857,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,28,0.019437,0.000611,0.020048,393,19,0.638108799556,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,29,0.017047,0.000617,0.017664,421,23,0.650183396287,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,30,0.020151,0.001033,0.021183,451,19,0.645161290323,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,31,0.021634,0.000721,0.022355,481,21,0.640774297069,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,32,0.023358,0.000882,0.024240,513,27,0.651668522645,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,33,0.020595,0.000654,0.021248,545,25,0.647058823529,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,34,0.027416,0.001039,0.028455,579,23,0.642984250021,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,35,0.029057,0.000712,0.029769,613,27,0.639199718945,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,37,0.025806,0.000743,0.026548,685,23,0.644846332925,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,36,0.029703,0.000739,0.030442,649,27,0.648648648649,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,39,0.029118,0.000805,0.029923,761,27,0.650000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,38,0.033535,0.001661,0.035197,723,27,0.641295120207,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,40,0.039393,0.000857,0.040250,801,27,0.646436743621,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,41,0.039217,0.001017,0.040234,841,29,0.642857142857,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,42,0.034919,0.000883,0.035802,883,31,0.651162790698,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,43,0.037959,0.001002,0.038961,925,29,0.647810928038,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,44,0.039446,0.001043,0.040489,969,31,0.644444444444,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,45,0.044070,0.001115,0.045185,1013,33,0.652173913043,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,47,0.045820,0.001195,0.047015,1105,33,0.645833333333,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,46,0.048797,0.001322,0.050120,1059,33,0.649010197739,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,48,0.047664,0.001915,0.049580,1153,33,0.642921962688,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,49,0.049288,0.001162,0.050451,1201,37,0.650065965931,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,50,0.052432,0.001167,0.053600,1251,35,0.647058823529,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,51,0.054255,0.001331,0.055586,1301,33,0.644288975871,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,52,0.056358,0.001572,0.057929,1353,39,0.651002545650,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,53,0.060089,0.001788,0.061877,1405,41,0.648148148148,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,54,0.060833,0.002048,0.062881,1459,33,0.645507095818,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,55,0.067216,0.001730,0.068946,1513,43,0.651839049187,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,56,0.062427,0.003383,0.065810,1569,41,0.649122807018,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,57,0.065292,0.009687,0.074979,1625,35,0.646599400197,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,58,0.073229,0.001940,0.075169,1683,45,0.652590708539,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,59,0.074186,0.001686,0.075872,1741,41,0.650000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,60,0.072952,0.001889,0.074841,1801,39,0.647584430346,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,61,0.082840,0.002597,0.085437,1861,49,0.653269812876,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,62,0.083627,0.001712,0.085339,1923,43,0.650793650794,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,63,0.086068,0.001876,0.087945,1985,43,0.648477253975,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,64,0.084169,0.002167,0.086337,2049,49,0.646153846154,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,65,0.082012,0.002841,0.084853,2113,45,0.651515151515,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,66,0.093739,0.002077,0.095816,2179,45,0.649290242425,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,67,0.090543,0.001916,0.092459,2245,47,0.647058823529,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,68,0.094801,0.002010,0.096811,2313,43,0.644960777192,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,69,0.097593,0.002435,0.100027,2381,53,0.650033648122,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,70,0.107643,0.002115,0.109758,2451,51,0.647887323944,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,71,0.107632,0.002376,0.110008,2521,45,0.645864087486,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,72,0.112685,0.010333,0.123018,2593,57,0.650716039690,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,73,0.111768,0.002795,0.114563,2665,51,0.648648648649,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 16:07:25,74,0.110832,0.002512,0.113344,2739,45,0.646695201560,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
