run_started_at,n,compute_sec,write_sec,iter_total_sec,tie_points,local_min,max_local_min_p,hit_eps_floor,deadzone_used,deadzone_ambiguous,shape_fit_attempted,shape_fit_resolved,shape_fit_nonconcave,shape_fit_failed,ulp_step_adjusted,eps_ulps_bumped,fit_fast_sec,fit_high_precision_sec,high_precision_points,hp_3point_attempted,hp_3point_resolved,hp_3point_failed,hp_flat_tol_scale
2026-04-30 23:44:47,24,0.012931,0.012531,0.025462,289,17,0.640000000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,25,0.015900,0.007287,0.023187,313,17,0.634830452061,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,26,0.015299,0.007592,0.022890,339,21,0.648371295226,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,27,0.018071,0.004230,0.022302,365,17,0.642857142857,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,28,0.015595,0.001104,0.016699,393,19,0.638108799556,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,29,0.018285,0.001217,0.019502,421,23,0.650183396287,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,30,0.018895,0.001665,0.020560,451,19,0.645161290323,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,31,0.019976,0.001420,0.021396,481,21,0.640774297069,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,32,0.020069,0.001372,0.021441,513,27,0.651668522645,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,33,0.020881,0.001773,0.022654,545,25,0.647058823529,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,34,0.025208,0.001389,0.026597,579,23,0.642984250021,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,35,0.026499,0.001525,0.028024,613,27,0.639199718945,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,36,0.028626,0.001672,0.030298,649,27,0.648648648649,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,37,0.030414,0.001779,0.032193,685,23,0.644846332925,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,38,0.030002,0.002553,0.032555,723,27,0.641295120207,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,39,0.030923,0.001807,0.032729,761,27,0.650000000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,40,0.032278,0.002275,0.034553,801,27,0.646436743621,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,41,0.033775,0.002354,0.036129,841,29,0.642857142857,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,42,0.035544,0.002930,0.038474,883,31,0.651162790698,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,43,0.038095,0.003463,0.041558,925,29,0.647810928038,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,44,0.039753,0.003651,0.043404,969,31,0.644444444444,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,45,0.041800,0.002637,0.044437,1013,33,0.652173913043,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,46,0.044974,0.003619,0.048594,1059,33,0.649010197739,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,47,0.046479,0.005471,0.051950,1105,33,0.645833333333,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,48,0.047669,0.007316,0.054985,1153,33,0.642921962688,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,49,0.050439,0.003133,0.053572,1201,37,0.650065965931,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,50,0.056827,0.003312,0.060140,1251,35,0.647058823529,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,51,0.064927,0.009615,0.074542,1301,33,0.644288975871,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,52,0.073064,0.003523,0.076588,1353,39,0.651002545650,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,53,0.068806,0.003273,0.072080,1405,41,0.648148148148,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,54,0.063485,0.002843,0.066328,1459,33,0.645507095818,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,56,0.069621,0.006840,0.076461,1569,41,0.649122807018,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,55,0.076991,0.004642,0.081633,1513,43,0.651839049187,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,57,0.073009,0.004073,0.077082,1625,35,0.646599400197,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,58,0.077830,0.004296,0.082126,1683,45,0.652590708539,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,59,0.075451,0.003934,0.079384,1741,41,0.650000000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,60,0.075758,0.004383,0.080141,1801,39,0.647584430346,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,61,0.084533,0.004073,0.088606,1861,49,0.653269812876,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,62,0.088834,0.003631,0.092465,1923,43,0.650793650794,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,63,0.081775,0.004112,0.085887,1985,43,0.648477253975,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,64,0.093189,0.004535,0.097724,2049,49,0.646153846154,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,65,0.090224,0.004721,0.094946,2113,45,0.651515151515,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,66,0.083893,0.004919,0.088812,2179,45,0.649290242425,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
2026-04-30 23:44:47,68,0.097451,0.004572,0.102023,2313,43,0.644960777192,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,1.0e+32
