run_started_at,n,compute_sec,write_sec,iter_total_sec,tie_points,local_min,max_local_min_p,hit_eps_floor,deadzone_used,deadzone_ambiguous,ulp_step_adjusted,eps_ulps_bumped,hp_3point_sec,high_precision_points,hp_3point_attempted,hp_3point_resolved,hp_3point_failed,hp_flat_tol_scale
2026-05-01 18:37:06,2,0.000430,0.000453,0.000884,3,1,0.500000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,3,0.000328,0.000400,0.000729,5,3,0.633974596216,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,4,0.000468,0.000277,0.000745,9,3,0.600000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,5,0.000885,0.000362,0.001246,13,3,0.585786437627,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,6,0.000851,0.000335,0.001185,19,7,0.646110632135,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,7,0.001040,0.000302,0.001342,25,5,0.625000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,8,0.001350,0.000507,0.001857,33,5,0.612574113277,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,9,0.001744,0.000413,0.002158,41,11,0.651668522645,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,11,0.002593,0.000582,0.003175,61,7,0.625933303851,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,10,0.003218,0.001069,0.004286,51,7,0.636363636364,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,13,0.004126,0.000669,0.004795,85,9,0.642857142857,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,12,0.005244,0.000791,0.006035,73,9,0.617360894272,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,14,0.004384,0.000571,0.004956,99,9,0.633974596216,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,15,0.004885,0.000972,0.005857,113,11,0.656929669183,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,16,0.006011,0.006404,0.012414,129,11,0.647058823529,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,18,0.006988,0.002851,0.009840,163,11,0.631578947368,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,17,0.005865,0.006160,0.012025,145,11,0.639355090267,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,19,0.008366,0.000473,0.008839,181,15,0.650000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,20,0.008063,0.000599,0.008663,201,13,0.643210827675,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,21,0.009126,0.000512,0.009638,221,15,0.636363636364,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,22,0.010729,0.000654,0.011383,243,17,0.652173913043,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,23,0.012887,0.000558,0.013445,265,17,0.646110632135,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,24,0.012537,0.000527,0.013065,289,17,0.640000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,25,0.013749,0.000557,0.014306,313,17,0.634830452061,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,27,0.014128,0.000592,0.014720,365,17,0.642857142857,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,26,0.016011,0.000801,0.016812,339,21,0.648371295226,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,28,0.017545,0.000693,0.018237,393,19,0.638108799556,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,29,0.017357,0.000655,0.018012,421,23,0.650183396287,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,30,0.019831,0.000798,0.020629,451,19,0.645161290323,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,31,0.018274,0.000712,0.018986,481,21,0.640774297069,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,33,0.020733,0.000733,0.021466,545,23,0.647058823529,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,32,0.023743,0.001165,0.024908,513,27,0.651668522645,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,34,0.023843,0.001508,0.025351,579,21,0.642984250021,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,35,0.024743,0.000793,0.025536,613,27,0.639199718945,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,36,0.027369,0.001323,0.028693,649,27,0.648648648649,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,37,0.028966,0.000817,0.029784,685,23,0.644846332925,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,38,0.027705,0.001202,0.028908,723,27,0.641295120207,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,39,0.029834,0.001514,0.031348,761,27,0.650000000000,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,40,0.031804,0.001436,0.033240,801,27,0.646436743621,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-01 18:37:06,41,0.034177,0.002499,0.036675,841,29,0.642857142857,0,0,0,0,0,0.000000,0,0,0,0,1.0e+12
