run_started_at,n,compute_sec,write_sec,iter_total_sec,tie_points,local_min,max_local_min_p,hit_eps_floor,deadzone_used,deadzone_ambiguous,ulp_step_adjusted,hp_3point_sec,high_precision_points,hp_3point_attempted,hp_3point_resolved,hp_3point_failed,hp_flat_tol_scale
2026-05-03 16:54:25,2,0.000418,0.000483,0.000901,3,1,0.500000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,3,0.000438,0.001313,0.001751,5,3,0.633974596216,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,4,0.000634,0.000832,0.001466,9,3,0.600000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,5,0.000677,0.000517,0.001194,13,3,0.585786437627,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,6,0.001036,0.000337,0.001373,19,7,0.646110632135,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,7,0.001138,0.000809,0.001947,25,5,0.625000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,8,0.001414,0.000452,0.001865,33,5,0.612574113277,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,9,0.001723,0.000409,0.002131,41,11,0.651668522645,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,10,0.002047,0.000381,0.002428,51,7,0.636363636364,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,11,0.002390,0.000339,0.002728,61,7,0.625933303851,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,12,0.002995,0.000551,0.003545,73,9,0.617360894272,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,13,0.003605,0.000438,0.004044,85,9,0.642857142857,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,14,0.003850,0.000407,0.004258,99,9,0.633974596216,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,15,0.004442,0.000409,0.004851,113,11,0.656929669183,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,16,0.004942,0.000371,0.005313,129,11,0.647058823529,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,17,0.005524,0.000374,0.005898,145,11,0.639355090267,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,18,0.006416,0.000456,0.006873,163,11,0.631578947368,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,19,0.007013,0.000391,0.007404,181,15,0.650000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,20,0.008040,0.000475,0.008515,201,13,0.643210827675,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,21,0.008456,0.000403,0.008859,221,15,0.636363636364,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,22,0.009625,0.000529,0.010154,243,17,0.652173913043,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,23,0.010000,0.000435,0.010434,265,17,0.646110632135,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,24,0.011983,0.000537,0.012520,289,17,0.640000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,25,0.012191,0.000554,0.012745,313,17,0.634830452061,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,26,0.013029,0.000495,0.013524,339,21,0.648371295226,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,27,0.014312,0.000659,0.014972,365,17,0.642857142857,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,28,0.016589,0.000599,0.017188,393,19,0.638108799556,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,29,0.016968,0.000861,0.017829,421,23,0.650183396287,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,30,0.018803,0.000749,0.019552,451,19,0.645161290323,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,31,0.020264,0.008648,0.028912,481,21,0.640774297069,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,33,0.021086,0.004401,0.025487,545,23,0.647058823529,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,32,0.023363,0.002729,0.026092,513,27,0.651668522645,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,34,0.025212,0.000713,0.025926,579,21,0.642984250021,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,35,0.024465,0.000744,0.025209,613,27,0.639199718945,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,36,0.024869,0.000710,0.025579,649,27,0.648648648649,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,37,0.026728,0.000744,0.027472,685,23,0.644846332925,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,38,0.028946,0.000857,0.029803,723,27,0.641295120207,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,39,0.031249,0.000874,0.032123,761,27,0.650000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,40,0.031943,0.000839,0.032782,801,27,0.646436743621,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,41,0.034738,0.000880,0.035619,841,29,0.642857142857,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,42,0.033525,0.000887,0.034412,883,31,0.651162790698,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,43,0.035617,0.001028,0.036644,925,29,0.647810928038,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,44,0.038324,0.001534,0.039859,969,31,0.644444444444,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,45,0.040142,0.001146,0.041288,1013,33,0.652173913043,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,46,0.043545,0.001161,0.044705,1059,33,0.649010197739,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,47,0.045186,0.001133,0.046318,1105,33,0.645833333333,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,48,0.046942,0.001135,0.048077,1153,33,0.642921962688,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,50,0.048320,0.001256,0.049577,1251,35,0.647058823529,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,49,0.049426,0.001136,0.050563,1201,37,0.650065965931,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,51,0.052933,0.001208,0.054141,1301,33,0.644288975871,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-03 16:54:25,52,0.053146,0.001280,0.054426,1353,39,0.651002545650,0,0,0,0,0.000000,0,0,0,0,1.0e+12
