run_started_at,n,compute_sec,write_sec,iter_total_sec,tie_points,local_min,max_local_min_p,hit_eps_floor,deadzone_used,deadzone_ambiguous,ulp_step_adjusted,hp_3point_sec,high_precision_points,hp_3point_attempted,hp_3point_resolved,hp_3point_failed,hp_flat_tol_scale
2026-05-02 14:56:14,2,0.000426,0.000625,0.001051,3,1,0.500000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,3,0.000394,0.000322,0.000716,5,3,0.633974596216,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,4,0.000525,0.000439,0.000964,9,3,0.600000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,5,0.000711,0.000333,0.001044,13,3,0.585786437627,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,6,0.001042,0.000384,0.001426,19,7,0.646110632135,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,7,0.001133,0.000332,0.001465,25,5,0.625000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,8,0.001823,0.000441,0.002264,33,5,0.612574113277,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,9,0.001850,0.000441,0.002291,41,11,0.651668522645,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,10,0.003588,0.000315,0.003903,51,7,0.636363636364,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,11,0.003491,0.000482,0.003973,61,7,0.625933303851,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,13,0.003442,0.000443,0.003885,85,9,0.642857142857,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,14,0.004441,0.000429,0.004870,99,9,0.633974596216,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,12,0.004524,0.000968,0.005492,73,9,0.617360894272,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,16,0.005426,0.000443,0.005869,129,11,0.647058823529,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,15,0.009186,0.000527,0.009713,113,11,0.656929669183,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,17,0.008548,0.000830,0.009378,145,11,0.639355090267,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,19,0.007807,0.000504,0.008311,181,15,0.650000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,18,0.008550,0.000468,0.009018,163,11,0.631578947368,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,20,0.009983,0.001194,0.011177,201,13,0.643210827675,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,22,0.010547,0.001580,0.012126,243,17,0.652173913043,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,21,0.013134,0.000812,0.013946,221,15,0.636363636364,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,25,0.013839,0.003994,0.017833,313,17,0.634830452061,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,23,0.013212,0.006061,0.019273,265,17,0.646110632135,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,24,0.012833,0.006904,0.019737,289,17,0.640000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,26,0.018515,0.000558,0.019073,339,21,0.648371295226,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,27,0.014800,0.000708,0.015508,365,17,0.642857142857,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,28,0.017789,0.000612,0.018401,393,19,0.638108799556,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,30,0.023040,0.000735,0.023775,451,19,0.645161290323,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,29,0.025177,0.000601,0.025778,421,23,0.650183396287,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,32,0.023809,0.000641,0.024450,513,27,0.651668522645,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,34,0.023927,0.000828,0.024756,579,21,0.642984250021,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,31,0.025906,0.001134,0.027040,481,21,0.640774297069,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,33,0.027758,0.001845,0.029603,545,23,0.647058823529,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,35,0.028742,0.002984,0.031726,613,27,0.639199718945,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,36,0.032349,0.001226,0.033575,649,27,0.648648648649,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,38,0.028090,0.000791,0.028881,723,27,0.641295120207,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 14:56:14,37,0.033230,0.002204,0.035434,685,23,0.644846332925,0,0,0,0,0.000000,0,0,0,0,1.0e+12
