run_started_at,n,compute_sec,write_sec,iter_total_sec,tie_points,local_min,max_local_min_p,hit_eps_floor,deadzone_used,deadzone_ambiguous,ulp_step_adjusted,hp_3point_sec,high_precision_points,hp_3point_attempted,hp_3point_resolved,hp_3point_failed,hp_flat_tol_scale
2026-05-02 13:14:00,2,0.000430,0.000476,0.000906,3,1,0.500000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,3,0.000330,0.000323,0.000652,5,3,0.633974596216,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,4,0.000461,0.000462,0.000923,9,3,0.600000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,5,0.000696,0.000413,0.001109,13,3,0.585786437627,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,6,0.001260,0.000420,0.001680,19,7,0.646110632135,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,7,0.001119,0.000521,0.001640,25,5,0.625000000000,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,8,0.001608,0.000867,0.002475,33,5,0.612574113277,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,9,0.001828,0.000418,0.002246,41,11,0.651668522645,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,10,0.003171,0.000638,0.003810,51,7,0.636363636364,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,11,0.002554,0.001066,0.003620,61,7,0.625933303851,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,12,0.003695,0.000566,0.004260,73,9,0.617360894272,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,13,0.004636,0.000825,0.005461,85,9,0.642857142857,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,16,0.005663,0.000701,0.006364,129,11,0.647058823529,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,15,0.007262,0.000424,0.007687,113,11,0.656929669183,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,14,0.009672,0.000663,0.010335,99,9,0.633974596216,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,17,0.009451,0.001579,0.011030,145,11,0.639355090267,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,20,0.007866,0.006767,0.014633,201,13,0.643210827675,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,21,0.011687,0.001140,0.012827,221,15,0.636363636364,0,0,0,0,0.000000,0,0,0,0,1.0e+12
2026-05-02 13:14:00,18,0.010266,0.009289,0.019555,163,11,0.631578947368,0,0,0,0,0.000000,0,0,0,0,1.0e+12
